score,priority,urgencia,horas_restantes,organismo,region,nombre,monto,cliente_previo,organismo_prioritario,oportunidad_estructural,establecimiento_red,matched_high,matched_medium,codigo,fecha_publicacion,fecha_cierre,url
10,ALTA,NORMAL,,,,CONTRATACIÓN PRODUCTORA DE EVENTO CON MOTIVO CELEBRACIÓN MES DE LA NIÑEZ PARA EL DIA 08/08/2025 - GIMNASIO BICENTENARIO DE HUÉPIL,,False,False,,,DIA,,1161266-498-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1161266-498-AG26
10,ALTA,NORMAL,,,,CONTRATACIÓN DEL SERVICIO DE CATERING - DIA NACIONAL DEL DIRIGENTE SOCIAL Y COMUNITARIO,,False,False,,,DIA,,1161266-501-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1161266-501-AG26
10,ALTA,NORMAL,,,,O.a compra ágil: 1161266-502-COT26 ADQUISICIÓN DE COLACIONES FRIAS PARA EL 07.08.2026 A LAS 12:00 PM. CENTRO DE DÍA GESTIÓN MUNICIPAL. ,,False,False,,,DIA,,1161266-504-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1161266-504-AG26
10,ALTA,NORMAL,,,,P02/SEP/FCG/ FUNGIBLES/ ESC. SAN PEDRO,,False,False,,,SEP,,1172445-94-CM26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1172445-94-CM26
10,ALTA,NORMAL,,,,¨Pasaje áereos Santiago a Temuco día 06/08/26 para NNA Orden de Compra: 1208105-42-CM26,,False,False,,,DIA,,1208105-42-CM26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1208105-42-CM26
10,ALTA,NORMAL,,,,"GRAFICA EVENTO DIA DEL PATRIMONIO PARA NIÑOS, NIÑAS Y ADOLECENTES: 1214103-171-COT26",,False,False,,,DIA,,1214103-194-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1214103-194-AG26
10,ALTA,NORMAL,,,,INSUMOS PARA COLACIONES DIA DEL PATRIMONIO PARA NIÑOS: 1214103-180-COT26,,False,False,,,DIA,,1214103-201-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1214103-201-AG26
10,ALTA,NORMAL,,,,MATERIAL DE ENSEÑANZA LICEO CLAUDINA URRUTIA SEP AGOSTO P02,,False,False,,,SEP,,1233619-976-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1233619-976-SE26
10,ALTA,NORMAL,,,,Salida Pedagógica Rancagua - AAC,,False,False,,,salida pedagógica,,1256505-186-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1256505-186-SE26
10,ALTA,NORMAL,,,,SERV DE ARRIENDO ESTUFA TIPO ''HONGO'' DIA DE LAS INFANCIAS EVENTO,,False,False,,,DIA,,1320310-57-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1320310-57-AG26
10,ALTA,NORMAL,,,,MATERIAL DIFUSION CONV.GORE TEA.SDM MEMO 500  1347870-140-COT26,,False,False,,,TEA,,1347870-112-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1347870-112-AG26
10,ALTA,NORMAL,,,,Coffe Break Día de la Niñez,,False,False,,,DIA,,1372962-35-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1372962-35-SE26
10,ALTA,NORMAL,,,,17 CV P02 SERVICIO DE ARRIENDO DE FORTOCOPIADORAS SEP,,False,False,,,SEP,,1389183-435-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1389183-435-SE26
10,ALTA,NORMAL,,,,1389488-341-COT26//SALIDA PEDAGOGICA LICEO FRANCISCO ANTONIO ENCINA ,,False,False,,,salida pedagógica,,1389488-738-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1389488-738-AG26
10,ALTA,NORMAL,,,,SEP - LICEO MUNICIPAL POLIVALENTE - CDP 182/2026 - Orden de Compra generada por invitación a compra ágil: 1389584-96-COT26,,False,False,,,SEP,,1389584-157-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1389584-157-AG26
10,ALTA,NORMAL,,,,SEP - LICEO MUNICIPAL POLIVALENTE - CDP 166/2026 - Orden de Compra generada por invitación a compra ágil: 1389584-94-COT26,,False,False,,,SEP,,1389584-158-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1389584-158-AG26
10,ALTA,NORMAL,,,,P02-SEP-SUMINISTRO ALMUERZOS COMUNA DE CASTRO PARA EE-ORDEN DE COMPRA DESDE 1393093-39-LE26,,False,False,,,SEP,,1393093-394-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1393093-394-SE26
10,ALTA,NORMAL,,,,P02-SEP-PRORETENCIÓN-COLACIONES-TODOS EE,,False,False,,,SEP,,1393093-444-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1393093-444-AG26
10,ALTA,NORMAL,,,,SC-51599/31074-3/SEP/SERV. CATERING (DICIEMBRE)/DMG,,False,False,,,SEP,,1393495-606-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1393495-606-AG26
10,ALTA,NORMAL,,,,SC-53443/9880-9/SEP/ADQ. PARLANTE BLUETOOTH/HRR,,False,False,,,SEP,,1393495-633-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1393495-633-AG26
10,ALTA,NORMAL,,,,SC-53441/9880-9/SEP/ADQ. EQUIPOS DE SONIDOS/HRR,,False,False,,,SEP,,1393495-634-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1393495-634-AG26
10,ALTA,NORMAL,,,,SC-52974/9880-9/SEP/ADQ. MAQUINA Y EQUIPO /HRR,,False,False,,,SEP,,1393495-635-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1393495-635-AG26
10,ALTA,NORMAL,,,,SC-53156/9880-9/SEP/ADQ. MATERIAL PEDAGOGICO/HRR,,False,False,,,SEP,,1393495-636-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1393495-636-AG26
10,ALTA,NORMAL,,,,SC-53445/9880-9/SEP/ADQ. DIPLOMAS (LICITACION - DONOVAN)/HRR,,False,False,,,SEP,,1393495-645-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1393495-645-AG26
10,ALTA,NORMAL,,,,SC-52826/9881-7/SEP/ADQ. PINS PERSONALIZADOS/HRR,,False,False,,,SEP,,1393495-646-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1393495-646-AG26
10,ALTA,NORMAL,,,,SC-53021/25042-2/SEP/SERV. DE AUDIO PARA DIVERSAS ACTIVIDADES/HRR,,False,False,,,SEP,,1393495-647-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1393495-647-AG26
10,ALTA,NORMAL,,,,Colaciones para Salida Pedagógica,,False,False,,,salida pedagógica,,1414396-177-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1414396-177-AG26
10,ALTA,NORMAL,,,,CARRO DE PARO (PME),,False,False,,,PME,,1430714-133-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1430714-133-AG26
10,ALTA,NORMAL,,,,REPUESTOS PARA MONITOR CARDIOFETAL MARCA EDAN (PME),,False,False,,,PME,,1430714-137-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1430714-137-AG26
10,ALTA,NORMAL,,,,BATERIA PARA VENTILADOR MECANICO MEKICS EVO 5 (PME),,False,False,,,PME,,1430714-138-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1430714-138-AG26
10,ALTA,NORMAL,,,,"EDUCACION DAEM, AMPOLLETAS PARA TODOS LOS ESTABLECIMIENTOS EDUCACIONALES, SM 30277.",,False,False,,,DAEM,,1431841-780-CM26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1431841-780-CM26
10,ALTA,NORMAL,,,,"NM, RBD 6777, SC. 2573, SEP, MATERIAL DIDACTICO ESC. FEDOR DOSTOIEVSKI, 2204002.",,False,False,,,SEP,,1432083-1581-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1432083-1581-AG26
10,ALTA,NORMAL,,,,"AN, RBD 6773, S.C. 2683, SEP, TEXTOS ESCOLARES, 2204002, LICEO LAS ANIMAS",,False,False,,,SEP,,1432083-1636-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1432083-1636-AG26
10,ALTA,NORMAL,,,,"CC, RBD 7025, SOL 2999, SEP, MATERIALES DIDACTICOS PARA ESCUELA RURAL EL HUAPE DE CORRAL, 2204002 Orden de Compra generada por invitación a compra ágil: 1432083-1002-COT26",,False,False,,,SEP,,1432083-1726-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1432083-1726-AG26
10,ALTA,NORMAL,,,,ML-SEP-SCOL-2026-2789-RBD6898-ADQUISICIÓN DE RESMAS DE CARTA Y OFICIO PARA ESCUELA FBC-2204002001,,False,False,,,SEP,,1432083-1814-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1432083-1814-AG26
10,ALTA,NORMAL,,,,"CC, RBD 22483, SOL 2186, SEP, ADQ. DE INSUMOS DEPORTIVOS PARA LICEO BICENTENARIO DE EXCELENCIA ALTAMIRA DE PANGUIPULLI, 2204002, DESDE 1432083-18-LE26",,False,False,,,SEP,,1432083-1833-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1432083-1833-SE26
10,ALTA,NORMAL,,,,"DC, MULTI RBD, SEP, SC 1784-1825-2211, ADQ EQUIPOS COMPUTACIONALES 2906001: 1432083-1092-COT26",,False,False,,,SEP,,1432083-1875-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1432083-1875-AG26
10,ALTA,NORMAL,,,," CSF, RBD 6933 SC 3084, SEP, CAMARA DIGITAL, 29-05-999, ESCUELA RURAL FOLILCO DE LOS LAGOS, COT compra ágil: 1432083-1086-COT26",,False,False,,,SEP,,1432083-1881-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1432083-1881-AG26
10,ALTA,NORMAL,,,,"YM,RBD´S,SOL´S,SEP,TEXTOS ESCOLARES PAILLACO Y LOS LAGOS,2204002001 Orden de Compra generada por invitación a compra ágil: 1432083-105-COT26",,False,False,,,SEP,,1432083-282-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1432083-282-AG26
10,ALTA,NORMAL,,,,AG AIRE ACONDICIONADO (BODEGA FARMACIA-SALA TEA),,False,False,,,TEA,,1465-365-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1465-365-AG26
10,ALTA,NORMAL,,,,P02/1333/SUBV.SEP/NPI/AGOSTO/2026 PAGO ENTRADAS A PLANETARIO Orden de Compra generada por invitación a compra ágil: 1501468-38-COT26,,False,False,,,SEP,,1501468-184-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1501468-184-AG26
10,ALTA,NORMAL,,,,"CAJA MANO, PIE Y TENDON, HPMM",,False,False,,,PIE,,2026-2163-SE25,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2026-2163-SE25
10,ALTA,NORMAL,,,,"JABON NEUTRO, PMM SEP	",,False,False,,,SEP,,2080-6687-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2080-6687-SE26
10,ALTA,NORMAL,,,,Catering 3era Jornada Progama EIB 31 de julio 2026,,False,False,,,EIB,,2092-16-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2092-16-AG26
10,MEDIA,NORMAL,,,,ADQUSICIÓN DE CURSO DE BIOÉTICA PARA EQUIPOS DE ATENCIÓN ABIERTA DEL PROGRAMA DE CAPACITACIÓN Y FORMACIÓN DE LA ATENCIÓN PRIMARIA EN LA RED ASISTENCIAL - CAP,,False,False,,,,capacitación · formación,2200-257-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2200-257-SE26
10,ALTA,NORMAL,,,,Exp N°57430 - Servicio de Coffee Break para el dia 07/08 - Salud Publica.,,False,False,,,DIA,,2270-174-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2270-174-AG26
10,ALTA,NORMAL,,,,MATERIAL DIDACTICO ESCUELA BASICA TALCA // PIE // NP 44 //  compra ágil: 2294-1397-COT26,,False,False,,,PIE,,2294-1381-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2294-1381-AG26
10,ALTA,NORMAL,,,,INSTRUMENTOS DE EVALUACION ESCUELA BASICA TALCA // PIE // NP 48 //  compra ágil: 2294-1412-COT26,,False,False,,,PIE,,2294-1382-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2294-1382-AG26
10,ALTA,NORMAL,,,,ÚTILES ESCOLARES ESCUELA ANTUPEHUEN // SEP // NP 26 //  compra ágil: 2294-1513-COT26,,False,False,,,SEP,,2294-1440-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2294-1440-AG26
10,ALTA,NORMAL,,,, INSTRUMENTOS MUSICALES LICEO BICENTENARIO ORIENTE FONDOS SEP NP 11,,False,False,,,SEP,,2294-1446-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2294-1446-AG26
10,ALTA,NORMAL,,,,SERVICIO SALA CUNA FUNCIONARIOS DAEM - SUBV. REG,,False,False,,,DAEM,,2294-1472-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2294-1472-SE26
10,ALTA,NORMAL,,,,SERVICIO SALA CUNA FUNCIONARIOS DAEM - SUBV. REG,,False,False,,,DAEM,,2294-1473-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2294-1473-SE26
10,ALTA,NORMAL,,,,SERVICIO DE COPIAS DAEM // SUBV. REGULAR,,False,False,,,DAEM,,2294-1475-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2294-1475-SE26
10,ALTA,NORMAL,,,,"MATERIAL DE ENSEÑANZA PARA ESCUELA ESPAÑA, FONDOS SEP. Orden de Compra generada por invitación a compra ágil: 2306-421-COT26",,False,False,,,SEP,,2306-464-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2306-464-AG26
10,ALTA,NORMAL,,,,"ADQUISICION DE VALES DE GAS DEPTO EDUCACION,FONDOS DAEM Orden de Compra: 2306-607-CM26",,False,False,,,DAEM,,2306-607-CM26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2306-607-CM26
10,ALTA,NORMAL,,,,"Servicio de Recarga de extintores para Liceo B. Eleuterio Ramírez y Esc. Rural Cancha Larga, Osorno, Fondos DAEM, Orden de Compra generada por invitación a compra ágil: 2306-565-COT26",,False,False,,,DAEM,,2306-620-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2306-620-AG26
10,ALTA,NORMAL,,,,ORDEN DE COMPRA DESDE 2298-48-LP24 - SISTEMA INFORMATICO CAS CHILE- DAEM- JULIO 2026,,False,False,,,DAEM,,2310-560-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2310-560-SE26
10,ALTA,NORMAL,,,,"SERVICIO DE MANTENCION, RECARGA Y ADQUISICION DE EXTINTORES PARA JARDINES INFANTILES. FICHA 23511",,False,False,,,jardines infantiles,,2328-720-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2328-720-AG26
10,ALTA,NORMAL,,,," ADQUISICION DE EQUIPAMIENTO Y COMPONENTES DE AUDIO ESCOLAR, COLEGIO LOS ALERCES/DAEM 23792",,False,False,,,DAEM,,2328-857-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2328-857-AG26
10,ALTA,NORMAL,,,,CONMEMORACIÓN DÍA NACIONAL DEL DIRIGENTE SOCIAL Y COMUNITARIO 2026 DESDE 2408-128-LE26,,False,False,,,DIA,,2408-672-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2408-672-SE26
10,ALTA,NORMAL,,,,ADQUISICION DE MATERIAL DE ENSEÑANZA PIE PARA ESCUELA F-883 21 DE MAYO.,,False,False,,,PIE,,2409-856-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2409-856-AG26
10,ALTA,NORMAL,,,,PRODUCCIÓN EVENTO DÍA DEL DIRIGENTE 2026,,False,False,,,DIA,,2462-162-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2462-162-SE26
10,ALTA,NORMAL,,,," ADQUSICION ENTRADAS CINE Y COLACIONES, PTTO SEP ,PARA ESCUELA LUIS GALDAMES,compra ágil: 2680-154-COT26",,False,False,,,SEP,,2680-186-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2680-186-AG26
10,ALTA,NORMAL,,,,CRA DEM FGENERAL SSALASCUNA,,False,False,,,DEM,,2711-196-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2711-196-SE26
10,ALTA,NORMAL,,,,SC 42251 - ESC. N°674 - SERVICIO DE ADQUISICIÓN DE ENTRADAS Y COLACIÓN PARA SALIDA PEDAGÓGICA A ESCUELA ROSALINA PESCIO VARGAS - Orden de Compra generada por invitación a compra ágil: 2733-359-COT26,,False,False,,,salida pedagógica,,2733-348-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2733-348-AG26
10,MEDIA,NORMAL,,,,"SOPI N° 511[IDDOC:321160]/DIDECO/ CAPACITACIÓN PROG. ""MUJERES JEFAS DE HOGAR,2026""/Orden de Compra generada por invitación a compra ágil: 2771-390-COT26",,False,False,,,,mujeres jefas de hogar · capacitación,2771-445-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2771-445-AG26
10,ALTA,NORMAL,,,,MESAS INFANTILES PARA CASA INCLUSION (PROGRAMA TEA),,False,False,,,TEA,,2805-324-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2805-324-AG26
10,ALTA,NORMAL,,,,INSUMOS MEDICOS PARA CASA DE INCLUSION (PROGRAMA TEA),,False,False,,,TEA,,2805-371-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2805-371-AG26
10,ALTA,NORMAL,,,,DESFIBRILADOR PORTATIL PARA CASA DE INCLUSION (PROGRAMA TEA),,False,False,,,TEA,,2805-378-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2805-378-AG26
10,ALTA,NORMAL,,,,INSUMOS MEDICOS PARA CASA DE INCLUSION (PROGRAMA TEA),,False,False,,,TEA,,2805-379-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2805-379-AG26
10,ALTA,NORMAL,,,,BALANZA Y TALLIMETRO PARA CASA DE INCLUSIÓN (PROGRAMA TEA),,False,False,,,TEA,,2805-412-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2805-412-AG26
10,ALTA,NORMAL,,,,COLACIONES POR SALIDA PEDAGÓGICA LICEO COMERCIAL compra ágil: 2833-511-COT26,,False,False,,,salida pedagógica,,2833-560-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2833-560-AG26
10,ALTA,NORMAL,,,, Monitor DAEM Orden de Compra generada por invitación a compra ágil: 2864-171-COT26,,False,False,,,DAEM,,2864-141-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2864-141-AG26
10,ALTA,NORMAL,,,,"Compra de estimulos estuches acrilicos para actividad de la unidad de extraescolar del DAEM. Contrato de Suministros Trofeos, medallas y otros 3177-5-LE24. Orden de Compra 3177-217-SE26",,False,False,,,DAEM,,3177-217-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3177-217-SE26
10,ALTA,NORMAL,,,,ENTRADAS AL CINE EN OSORNO PARA ESTUDIANTES Y DOCENTES DE ESCUELA RURAL FLOR MARÍA LUISA MUNDACA ORD. N°27 FONDOS LEY SEP - Orden de Compra generada por invitación a compra ágil: 3335-907-COT26,,False,False,,,SEP,,3335-888-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3335-888-AG26
10,ALTA,NORMAL,,,,SERVICIO DE ALMUERZO EN OSORNO PARA ESTUDIANTES Y DOCENTES DE ESCUELA RURAL FLOR MARÍA LUISA MUNDACA – ORD. N°27 FONDOS LEY SEP - Orden de Compra generada por invitación a compra ágil: 3335-884-COT26,,False,False,,,SEP,,3335-889-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3335-889-AG26
10,ALTA,NORMAL,,,,Amplificacion Act. Dia de la Niñez,,False,False,,,DIA,,3479-1169-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3479-1169-AG26
10,ALTA,NORMAL,,,,COCTEL SURTIDO  PRA ACTIVIDAD DIA DEL CAMPESINO,,False,False,,,DIA,,3504-2166-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3504-2166-SE26
10,ALTA,NORMAL,,,,Material Oficina Rendiciones DAEM,,False,False,,,DAEM,,3510-606-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3510-606-AG26
10,ALTA,NORMAL,,,,SCA 149/MATERIAL DEPORTIVO LICEO LGA-SEP,,False,False,,,SEP,,3518-301-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3518-301-AG26
10,ALTA,NORMAL,,,,SCA 146/MATERIAL DIDÁCTICO ESCUELA ISRAEL-SEP,,False,False,,,SEP,,3518-305-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3518-305-AG26
10,ALTA,NORMAL,,,,SC 262/POLERONES ORQUESTA ESCOLAR-SEP,,False,False,,,SEP,,3518-306-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3518-306-SE26
10,ALTA,NORMAL,,,,SCA 150/SISTEMA DE AMPLIFICACIÓN LICEO LGA-SEP,,False,False,,,SEP,,3518-307-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3518-307-AG26
10,ALTA,NORMAL,,,,"SCA 13, SUMINISTRO DE VIDRIOS Y ALUMINIOS DAEM. compra ágil: 3518-35-COT26",,False,False,,,DAEM,,3518-40-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3518-40-AG26
10,ALTA,NORMAL,,,, COLACIONES DIA DE LA NIÑEZ,,False,False,,,DIA,,3594-473-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3594-473-AG26
10,ALTA,NORMAL,,,,SEP-ADQUISICIÓN DE MATERIAL DIDACTICO PARA CONVIVENCIA ESC. ENZO FERRARI,,False,False,,,SEP,,3808-175-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3808-175-AG26
10,ALTA,NORMAL,,,, ADQUISICION DE LINTERNAS LED - DAEM RAUCO,,False,False,,,DAEM,,3843-190-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3843-190-AG26
10,ALTA,NORMAL,,,,Servicios desayunos  G-107 SEP a compra ágil: 3917-132-COT26,,False,False,,,SEP,,3917-153-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3917-153-AG26
10,ALTA,NORMAL,,,,Material didactico D-135 SEP a compra ágil: 3917-127-COT26,,False,False,,,SEP,,3917-162-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3917-162-AG26
10,ALTA,NORMAL,,,,"Adquisición de Galvanos para reconocimiento de estudiantes del Liceo Politécnico Villarrica, Fondos SEP.",,False,False,,,SEP,,3922-675-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3922-675-AG26
10,ALTA,NORMAL,,,,"ADQUISICION DE KIT BOMBA DE AGUA 0.5HP 220V + CONTROLADOR PRESION, PARA ESCUELA CARRICO, ORD N°242, FONDOS DAEM. Orden de Compra generada por invitación a compra ágil: 3927-263-COT26",,False,False,,,DAEM,,3927-177-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3927-177-AG26
